test_case,difficulty,gt_name,gt_district,pred_name,pred_district,correct,name_similarity,confidence,response_time,content_completeness,source
gangaramaya_temple.jpg,hard,Gangaramaya Temple,Colombo District,Gangaramaya Temple Complex,Colombo District,True,0.8181818181818182,Low,12.980953931808472,1.0,Web Search
galle_face_green.jpg,hard,Galle Face Green,Colombo District,Galle Face Green,Colombo District,True,1.0,Low,9.998864650726318,1.0,Web Search
colombo_lotus_tower.jpg,hard,Lotus Tower,Colombo District,Lotus Tower,Colombo District,True,1.0,Low,10.376753091812134,1.0,Web Search
independence_square.jpg,hard,Independence Square,Colombo District,Gangaramaya Temple,Colombo District,False,0.21621621621621623,Low,7.8021461963653564,1.0,Web Search
viharamahadevi_park.jpg,hard,Viharamahadevi Park,Colombo District,Independence Memorial Hall,Colombo District,False,0.2222222222222222,Low,8.938828229904175,1.0,Web Search
national_museum_colombo.jpg,hard,National Museum of Colombo,Colombo District,National Museum of Colombo,Colombo District,True,1.0,Low,8.633793115615845,1.0,Web Search
old_parliament_colombo.jpg,hard,Old Parliament,Colombo District,"Old Parliament Building, Colombo",Colombo District,True,0.6086956521739131,Low,8.686201095581055,1.0,Web Search
beira_lake.jpg,hard,Beira Lake,Colombo District,Beira Lake,Colombo District,True,1.0,Low,10.481704711914062,1.0,Web Search
diyatha_uyana.jpg,hard,Diyatha Uyana Park,Colombo District,Talawatugoda Lake and Park,Colombo District,False,0.5,Low,9.123109817504883,1.0,Web Search
mount_lavinia_beach.jpg,hard,Mount Lavinia Beach,Colombo District,Mount Lavinia Beach,Colombo District,True,1.0,Low,9.747206926345825,1.0,Web Search
colombo_zoo.jpg,hard,National Zoological Gardens of Sri Lanka (Dehiwala Zoo),Colombo District,"National Zoological Gardens, Dehiwala",Colombo District,True,0.782608695652174,Low,8.714219570159912,1.0,Web Search
temple_of_tooth.jpg,hard,Temple of the Sacred Tooth Relic (Sri Dalada Maligawa),Kandy District,Bahirawakanda Vihara Buddha Statue,Kandy District,False,0.1590909090909091,Low,8.026174783706665,1.0,Web Search
yala_national_park.jpg,hard,Yala National Park,Hambantota District,Yala National Park,Hambantota,False,1.0,High,7.08229923248291,1.0,Database
ella_rock.jpg,hard,Ella Rock,Badulla District,Uva Province Hills,Badulla District,False,0.37037037037037035,Low,9.185662508010864,1.0,Web Search
udawalawe_national_park.jpg,hard,Udawalawe National Park,Monaragala District,Udawalawe National Park,Monaragala District,True,1.0,Low,7.46819806098938,1.0,Web Search
colombo_national_art_gallery.jpg,hard,National Art Gallery,Colombo District,"National Art Gallery, Colombo",Colombo District,True,0.8163265306122449,Low,10.568634986877441,1.0,Web Search
pinnawala_elephant_orphanage.jpg,hard,Pinnawala Elephant Orphanage,Kegalle District,Pinnawala Elephant Orphanage,Kegalle District,True,1.0,Low,8.866058826446533,1.0,Web Search
dambulla_cave_temple.jpg,hard,Dambulla Royal Cave Temple and Golden Temple,Matale District,Dambulla Royal Cave Temple and Golden Temple,Matale District,True,1.0,Low,10.317695140838623,1.0,Web Search
horton_plains.jpg,hard,Horton Plains National Park,Nuwara Eliya District,Pattipola viewpoint,Nuwara Eliya District,False,0.08695652173913043,Low,7.530672788619995,1.0,Web Search
bellanwila_rajamaha_vihara.jpg,hard,Bellanwila Rajamaha Vihara,Colombo District,Bellanvila Raja Maha Viharaya,Colombo District,True,0.9090909090909091,Low,8.882848739624023,1.0,Web Search
nallur.jpg,hard,Nallur Kandaswamy kovil,Jaffna District,Nallur Kandaswamy Kovil,Jaffna District,True,1.0,Low,10.35781717300415,1.0,Web Search
faculty.png,hard,"Faculty of engineering, University of Ruhuna",Galle district,"Faculty of Engineering, University of Ruhuna",Galle District,True,1.0,Low,10.736310243606567,1.0,Web Search
ruwanweliseya.png,hard,Ruwanweliseya,Anuradhapura District,Ruwanwelisaya,Anuradhapura District,True,0.9230769230769231,Low,8.336854934692383,1.0,Web Search
samandewalaya.jpg,hard,Maha Saman Devalaya,Ratnapura District,Dethiramulla Viharaya,Ratnapura District,False,0.35,Low,8.988885879516602,1.0,Web Search
ganegama.jpg,hard,Ganegama Rajamaha Viharaya,Pelmadulla District,Ganegama Temple,Ratnapura District,False,0.4878048780487805,Low,7.8376853466033936,1.0,Web Search
maligawa.jpg,hard,Temple of the Sacred Tooth Relic (Sri Dalada Maligawa),Kandy District,Temple of the Tooth Relic (Sri Dalada Maligawa),Kandy District,True,0.9306930693069307,Low,8.399487733840942,1.0,Web Search
ninearch.jpg,hard,"Nine Arch Bridge, Ella",Badulla District,Nine Arch Bridge,Badulla District,True,0.8421052631578947,Low,7.262577772140503,1.0,Web Search
sigiriya.jpg,hard,Sigiriya Rock Fortress,Matale District,Aluvihara Rock Temple,Matale District,False,0.5116279069767442,Low,8.90249252319336,1.0,Web Search
sigiriladun.jpg,hard,Sigiriya Frescoes,Matale District,Dambulla Royal Cave Temple and Golden Temple,Matale District,False,0.16393442622950818,Low,9.132639408111572,1.0,Web Search
Thalpe Beach_10.jpg,medium,Talpe Beach,galle,Talpe Beach,Galle,True,1.0,Medium,7.523792505264282,1.0,Database
St. Mary's Cathedral galle_3.jpg,medium,St. Mary's Cathedral Galle,galle,St. Mary's Cathedral Galle,Galle,True,1.0,High,6.388757944107056,1.0,Database
Dalawella Beach_4.jpg,medium,Dalawella Beach,galle,Dalawella Beach,Galle,True,1.0,High,9.112728595733643,1.0,Database
Dalawella Beach_7.jpg,medium,Dalawella Beach,galle,Dalawella Beach,Galle,True,1.0,Medium,7.19766640663147,1.0,Database
Dutch Reformed Church_4.jpg,medium,Dutch Reformed Church,galle,Dutch Reformed Church,Galle,True,1.0,High,7.428660869598389,1.0,Database
Dutch Reformed Church_6.jpg,medium,Dutch Reformed Church,galle,Dutch Reformed Church,Galle,True,1.0,Medium,9.902449607849121,1.0,Database
Moon Gallery at Galle Fort_10.jpg,medium,Moon Gallery at Galle Fort,galle,Moon Gallery at Galle Fort,Galle,True,1.0,High,6.710515260696411,1.0,Database
Galle Fort_5.jpg,medium,galle fort clock tower,galle,galle fort clock tower,Galle,True,1.0,Medium,9.394365310668945,1.0,Database
Galle Fort_15.jpg,medium,galle fort clock tower,galle,Galle Fort,Galle District,False,0.625,Low,7.886333703994751,1.0,Web Search
Meeran Mosque galle_6.jpg,medium,Meeran Mosque galle,galle,Meeran Mosque galle,Galle,True,1.0,High,7.048178672790527,1.0,Database
Old Dutch Hospital_9.jpg,medium,Old Dutch Hospital,galle,Old Dutch Hospital,Galle,True,1.0,Medium,6.737064599990845,1.0,Database
Martin Wickramasinghe Folk Museum_6.jpg,medium,Martin Wickramasinghe Folk Museum,galle,Martin Wickramasinghe Folk Museum,Galle,True,1.0,Medium,7.276949882507324,1.0,Database
Martin Wickramasinghe Folk Museum_10.jpg,medium,Martin Wickramasinghe Folk Museum,galle,Martin Wickramasinghe Folk Museum,Galle,True,1.0,High,7.417237758636475,1.0,Database
a1f9818b-6ed6-4321-b28a-aaf4003990db_Galle%20International%20Stadium%204.jpg,easy,Galle International Stadium,galle,Galle International Stadium,galle,True,1.0,High,2.995083161683486,0.0,Database
d1180507-f3ba-48c7-9146-1cb69f57c452_Thalpe%20Beach_1.jpg,easy,Talpe Beach,galle,Wrong Location,Wrong District,False,0.16,High,2.483084020430111,0.0,Database
562e0af7-341b-4a0f-98d3-fa2848844d61_St.%20Mary%27s%20Cathedral%20galle_1.jpg,easy,St. Mary's Cathedral Galle,galle,St. Mary's Cathedral Galle,galle,True,1.0,High,2.0373434905048713,0.0,Database
c419681d-67e1-433f-832b-9b42114efd3c_6_Old%20Nupe%20Market.jpg,easy,Old Nupe Market,Matara,Old Nupe Market,Matara,True,1.0,High,1.0100167003189122,0.0,Database
1dce90e3-8e4b-4092-9adf-a9507acddc62_71_Taprobane%20Island.jpg,easy,Taprobane Island Waligama,Matara,Taprobane Island Waligama,Matara,True,1.0,High,1.282077609842572,0.0,Database
8d803a7d-e12f-41ac-8934-631cb8a13396_Dalawella%20Beach_8.jpg,easy,Dalawella Beach,galle,Dalawella Beach,galle,True,1.0,High,1.181105744273761,0.0,Database
40054e66-9126-4d01-88d7-201dfe4b0154_Historical%20Mansion%20Museum%20Galle_5.jpg,easy,Historical Mansion Museum Galle,galle,Historical Mansion Museum Galle,galle,True,1.0,High,2.3626082917920037,0.0,Database
e41a29ed-8009-46fb-86bf-777d5cb749ec_81_Hummanaya%20Blow%20Hole.jpg,easy,Hummanaya Blow Hole,Matara,Hummanaya Blow Hole,Matara,True,1.0,High,2.1708942474989925,0.0,Database
030e7bdf-58b7-4f7c-86f5-fef570543be6_National%20Maritime%20Museum_1.jpg,easy,National Maritime Museum,galle,National Maritime Museum,galle,True,1.0,High,1.9905594202601664,0.0,Database
ff682fec-9d3e-4f36-ab39-d276d6abc2a7_86_Kushta%20Raja%20Gala.jpg,easy,Kushta Raja Gala,Matara,Kushta Raja Gala,Matara,True,1.0,High,2.5826937099035168,0.0,Database
36b170ed-e6f2-451e-b818-9e8ecd224d72_91_Kotikagoda%20Rajamaha%20Viharaya.jpg,easy,Kotikagoda Rajamaha Viharaya,Matara,Kotikagoda Rajamaha Viharaya,Matara,True,1.0,High,1.0003333414009377,0.0,Database
66bb9ec1-ca5b-467b-bb61-71f3a33e4159_hikkaduwa%20beach_4.jpg,easy,Hikkaduwa Beach,galle,Hikkaduwa Beach,galle,True,1.0,High,1.4623516703236568,0.0,Database
ca2acf08-0cbf-42c7-9ea1-3cfdce2b1613_Koggala%20Lagoon_2.jpg,easy,Koggala Lagoon,galle,Koggala Lagoon,galle,True,1.0,High,2.3607972897887093,0.0,Database
fc919c71-924e-4591-bdf5-e4d832c92a12_Dutch%20Reformed%20Church_2.jpg,easy,Dutch Reformed Church,galle,Dutch Reformed Church,galle,True,1.0,High,2.1568605497425617,0.0,Database
73975f21-5ac4-4178-8828-7c23fe4e6399_41_Polhena%20Beach.jpg,easy,Polhena Beach,Matara,Polhena Beach,Matara,True,1.0,High,1.0539857730061666,0.0,Database
12ef5cc8-3a7a-4276-9a0b-e3908e769ff6_Sea%20Turtle%20Hatchery_1.jpg,easy,Sea Turtle Hatchery,galle,Sea Turtle Hatchery,galle,True,1.0,High,2.071637410010594,0.0,Database
93a2f0b2-db79-4cfe-a03e-d7f5db79b099_Moon%20Gallery%20at%20Galle%20Fort_2.jpg,easy,Moon Gallery at Galle Fort,galle,Moon Gallery at Galle Fort,galle,True,1.0,High,1.8091232053182242,0.0,Database
70833969-2ee8-4cc3-8f64-088234ebd79f_11_Weherahena%20Temple.jpg,easy,Weherahena Temple,Matara,Weherahena Temple,Matara,True,1.0,High,2.3193159011943356,0.0,Database
d50aac89-e015-49b5-a7d2-28f4dee30546_Pedlar%20Street_1.jpg,easy,Pedlar Street,galle,Pedlar Street,galle,True,1.0,High,1.0340162463745455,0.0,Database
14503d54-f854-4b3b-bcbe-7e43c0dff11b_Jungle%20Beach_2.jpg,easy,Jungle Beach,galle,Jungle Beach,galle,True,1.0,High,1.8884067316182949,0.0,Database
5b463665-68d1-4b9c-b108-55f4296f77a6_21_Paravi%20Duwa%20Temple.jpg,easy,Paravi Duwa Temple,Matara,Paravi Duwa Temple,Matara,True,1.0,High,1.7093277502474535,0.0,Database
6fd5b307-1a42-4923-aeef-67854f296768_51_Dondra%20Head%20Temple.jpg,easy,Dondra Temple,Matara,Dondra Temple,Matara,True,1.0,High,2.604586031140766,0.0,Database
20aa1cf7-4092-4c12-be38-eb54217c0167_National%20Museum%20of%20Galle_4.jpg,easy,National Museum of Galle,galle,National Museum of Galle,galle,True,1.0,High,2.096906994131894,0.0,Database
a0cae415-17ed-4f95-8b05-4f994af43507_56_Koggala%20Beach.jpg,easy,Koggala Beach,Matara,Koggala Beach,Matara,True,1.0,High,1.0241133100023727,0.0,Database
6d486d70-b7f4-4162-b5a3-1db6355b4174_Induruwa%20Beach_1.jpg,easy,Induruwa Beach,galle,Induruwa Beach,galle,True,1.0,High,1.1801092925320253,0.0,Database
